30,14
30,15
31,14
31,15
40,14
40,15
40,16
41,13
41,17
42,12
42,18
43,12
43,18
44,15
45,13
45,17
46,14
46,15
46,16
47,15
50,12
50,13
50,14
51,12
51,13
51,14
52,11
52,15
54,10
54,11
54,15
54,16
64,12
64,13
65,12
65,13
